Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Profession,Notes,Valid?
1239190,N/D,OF-6,DEFAC-CMT-Head of Technology Division,Head of the Technology Division within the College of Management and Technology,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,154906,2144125,1,N/D,,,Military,,1
1239811,N/D,OF-6,DEFAC-JSCSC HQ Assistant Commandant Land,Responsible for Army Training within the College.,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1062997,3980510,1,N/D,,,Military,,1
1240790,N/D,OF-6,DEFAC-JSCSC Army Division Director,Head of the Army training course within the Joint Services Command and Staff College,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1062997,3115730,1,N/D,,,Military,,1
1241543,Major General Andrew Kennett,OF-7,DEFAC-RCDS-Senior Directing Staff 2,Royal College of Defence Studies - Senior Directing Staff,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,154906,0,1,N/D,,,Military,,1
1242123,N/D,OF-6,Head of Land and Research,responsible for the military doctrine and concepts and research,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1057629,1449287,1,N/D,,,Military,,1
1298527,N/D,OF-6,Military Attaché,The Military Attach,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1062827,0,1,N/D,,,Military,,1
1364692,Air Vice Marshal P Evans,OF-7,Commander - Joint medcial command,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1597768,131073099,1,N/D,,,Military,,1
1431838,Major General Bill Moore,OF-7,Director (Battlespace Manoeuvre),"Dir(BM) is a member of the JCB leading on the coordination of battlespace manoeuvre and land environment issues, which provides strategic direction to the coherent delivery of a balanced and affordable Equipment and Support programme. Dir(BM) is the Senior Responsible Owner (SRO) for the Urgent Operational Requirements process and for elements of Counter Improvised Explosives Device capability. Dir(BM) represents the Capability Sponsor on the Army Board as the Master General of Ordnance.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1047423,166417,1,N/D,,,Military,,1
1432988,N/D,OF-6,Head of Capability Improvement,Responsible for providing change management and business support to the JCB and champion Through Life Capability Management(TLCM)/Acquisition Reform and innovation to deliver better solutions for defence.,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1565824,604042,1,N/D,,,Military,,1
1448387,Kathy Barnes,SCS2,Chief Executive Service Personnel & Veterans Agency,"SPVA provides harmonised personnel administration services and accurate payment of pay, allowances and pensions to the serving and Veterans communities.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1056166,53144,1,95000,99999,,Operational Delivery,,1
1448407,N/D,OF-6,Head of Military Services,"Responsible for military pay, allowances and expenses, the MOD Medal Office and the Joint Casualty and Compassionate Centre. The Department provide military personnel support processes, enabled through JPA, the Veterans Compensation and Payments System and the War Pensions Computer System. They provide the management and future development of IT and processes in support of serving military personnel, Reserves and Veterans in line with evolving policy.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1448387,5663570,1,N/D,,,Military,,1
1479775,N/D,OF-6,Head of Theatre Airspace Capability,Responsible for the delivery of Defence-wide capability solutions to the JCB related to the ability to deliver capabilities which enable effective and secure air operations and give a joint force the freedom to operate without interference to and from the air environment.,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1431838,985420,1,N/D,,,Military,,1
1507723,N/D,OF-6,DEFAC-HQ-Chief of Staff,"Leads the Defence Academy Headquarters, supports and deputises for the Head of the Defence Academy",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1063013,4037503,1,N/D,,,Military,,1
1550008,N/D,OF-6,Inspector General,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1595960,N/D,1,N/D,,,Military,,1
1560696,N/D,OF-6,Head Strategy & Programme Management,"The Strategy and Programme Division is split into two staff teams, responsible for Service Personnel strategy and programme formulation",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106181,1033086,1,N/D,,,Military,,1
1561030,N/D,OF-6,Head International Policy & Planning(Military),"Delivery of global military strategic planning; development of security co-operation, conflict prevention and security sector reform in the Levant, Sub-Saharan Africa, South and South East Asia; recruit, direct and support worldwide Defence Attaché and Loan Service network",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,141691,0,1,N/D,,,Military,,1
1564419,N/D,OF-6,Head of Deep Theatre Attack Capability,Responsible for the delivery of Defence-wide capability solutions to the JCB related to the ability to deliver fires against land based targets from all environments.,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1105905,1014604,1,N/D,,,Military,,1
1565824,Air Vice Marshal Steve Hillier,OF-7,Director (Information Superiority),"Dir(IS) is a member of the JCB leading on the coordination of Information Superiority and air environment issues, which provides strategic direction to the coherent delivery of a balanced and affordable Equipment and Support programme. Dir(IS) is the Senior Responsible Owner (SRO) for Defence Information Infrastructure, Operational Information Superiority and Combat Identification. Dir(IS) represents the Capability Sponsor on the Air Force Board.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1047423,134164,1,N/D,,,Military,,1
1567623,N/D,OF-6,Head of Intelligence Surveillance Acquisition & Reconnaissance Capability,"Responsible for the delivery of Defence-wide capability solutions to the JCB related to the ability to provide accurate, timely and appropriate information and intelligence capabilities, and deliver influence and information effects through information operations.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1565824,1295103,1,N/D,,,Military,,1
1568418,Surgeon Rear Admiral L Jarvis,OF-7,SG - Assistant Chief of the Defence Staff (Health),"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1597768,5243370,1,N/D,,,Military,,1
1570344,N/D,OF-6,Head Targeting & Information Operations,"Direction and conduct of current and future operations at the strategic level by providing advice and coordination of MOD Targeting, Information Operations (IO), Computer Network Operations (CNO) and Special Capability efforts, policy and capability development.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1055692,1526411,1,N/D,,,Military,,1
1573670,N/D,OF-6,Head of Special Projects and Chemical Biological Radiological Nuclear Capability,"Responsible for the delivery of Defence-wide capability solutions to the JCB related to the ability to deliver; precise, agile and timely effects worldwide for Special Forces; specialist military capability to counter the threat from terrorist weapons and conduct explosive ordnance disposal; and to enhance survivability and reduce degredation of individuals and equipment from CBRN threats .",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1565824,1076236,1,N/D,,,Military,,1
1584913,N/D,OF-6,Head of Healthcare,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1364692,843903,1,N/D,,,Military,,1
1586951,N/D,OF-6,Operations Directorate - Head Counter Terrorism & UK Operations,Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Counter Terrorism Operations,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,142008,3148909,1,N/D,,,Military,,1
1590218,Major General Greg Smith,OF-7,Assistant Chief Defence Staff Reserves & Cadets,"ACDS(R&C) the senior Reservist in defence, reports to DCDS(PERS and TRG) and is responsible for ensuring the development of coherent Reserve Force capability and policy for Youth and Cadets across the three services. The role shapes the use of Reserve Forces in the near term as well as developing the strategic direction for reserves through interaction with a wide variety of stakeholders including the Secretary of State, Ministers and single Service Chiefs. As one of the six 2* officers within DCDS(PERS and TRNG) ACDS (R&C) fulfils a key role in the wider management of Service personnel both regular and reserve.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1056166,0,1,N/D,,,Military,,1
1591691,N/D,OF-6,Head DJEP Military Liaison Co-ordination,"Policy on judicial and external scrutiny of MOD business, Military Liaison",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,188553,0,1,N/D,,,Military,,1
1595960,Major General S Andrews,OF-7,SG - Director of Strategy and Change,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1597768,774157,1,N/D,,,Military,,1
1596254,N/D,OF-6,Commandant - Defence Dental Services,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1364692,5937012,1,N/D,,,Military,,1
1596309,N/D,OF-6,Dean - Defence Postgraduate Deanery,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1364692,774497,1,N/D,,,Military,,1
1597768,Surg Vice Admiral P Raffaelli,OF-8,Surgeon General,This post is HQ Surgeon General and his role is the Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,109715,0,1,N/D,,,Military,,1
1597976,N/D,OF-6,Commander - Defence Medical Group,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1364692,6869312,1,N/D,,,Military,,1
1598066,N/D,OF-6,Medical Director,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1364692,324187,1,N/D,,,Military,,1
1598310,N/D,OF-6,Head of Medical Strategy and Policy,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1568418,243323,1,N/D,,,Military,,1
1605824,N/D,OF-6,"Head of Doctrine, Air and Space",responsible for the military doctrine and concepts and research,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1057629,913943,1,N/D,,,Military,,1
1613296,N/D,OF-6,Head of Medical Operations and Plans,"This post is a member of the senior executive team with the HQ Surgeon General and HQ Joint Medical Command. As such the post is required to oversee medical policy within the MoD, manage resources and support the Surgeon General in his role as Process Owner for Defence Healthcare and the Provider of Medical Operational Capability.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1568418,0,1,N/D,,,Military,,1
1621333,N/D,OF-6,Head Training Education Skills & Resettlement,"The TESR Division is responsible setting the strategic requirements/resources and enabling all Individual Training, Education and Skills (ITE&S) and Resettlement (latter via Programme Management) delivered across Defence effectively, efficiently and safely. TESR is responsible for cohering the Training DLoD in TLCM and setting strategic requirements for the SRO to deliver of the Simulation savings. Enables the 3* Defence Training Board and subordinate governance arrangements. Hd TESR is the Project Sponsor for DITM and DLP",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1622462,4240040,1,N/D,,,Military,,1
1621728,Air Vice Marshal David Murray,OF-7,Assistant Chief Defence Staff (Personnel) / Defence Services Secretary,"One of two Service Personnel Operating Officers (SPOO). ACDS(Pers) also has the role of Defence Services Secretary (DS Sec). The Honours and Ceremonial Division supports ACDS(Pers) in both roles. The Division has a wide portfolio focused on policy for medals and commemorations; and Royal Household business. DS Sec is a member of the Royal Household. DS Sec also manages tri-Service appointments and Senior Officer remuneration in support of CDS. The DS Sec and the Royal Household Team, support the Queen as Head of the Armed Forces and ensures effective liaison between the Royal Household and the MOD. The team has responsibility for: military manpower support; submissions; petitions; Royal patronage; and the co-ordination of Royal Visits to the Armed Forces. The Ceremonial Events and Commemorations Team, develops and implements policies and events for national recognition of Armed Forces personnel, including being responsible for tri-Service policy for the national commemoration of anniversaries of significance to the Armed Forces and the MOD, and the delivery of these events.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1056166,1284420,1,N/D,,,Military,,1
1622462,Rear Admiral Al Rymer,OF-7,Director Training Education,"Responsible for improving the effectiveness, efficiency and safety of Defence individual training and education and directs the Defence Technical Training Change Programme.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1056166,53144,1,N/D,,,Military,,1
1622463,N/D,OF-6,Head Pay and Manning,"Responsible for pay, charges, allowances, and strategic manning policy and projects for all ranks. The Pay and Manning Division works in a completely integrated way with the single Service Pay Colonels who are colocated with the Division in Head Office. In practice, this means jointly agreed work-plans (through SPB and SPOB) and allocation of lead Service and Centre tasks for the generation, wherever possible, of agreed personnel solutions.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106181,1273560,1,N/D,,,Military,,1
1636138,N/D,OF-6,Future Accommodation Project Head,"The Future Accommodation Project team are undertaking a Feasibility Study to develop a different approach to the provision, management and maintenance of accommodation which will better meet the future needs for affordable and good quality living accommodation during, and transition from, Service, which supports delivery of operating capability.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106181,0,1,N/D,,,Military,,1
1639681,N/D,OF-6,Head of Defence Reform Unit Engagement,responsible for the engagement across defence on transformation,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106039,0,1,N/D,,,Military,,1
200000057,N/D,SCS1,Director General Defence Commercial Head of Intellectual Property Rights,"Provide advice on the application of Intellectual Prpoerty within high-complexity, high-technology defence contracts to ensure MoD can procure, maintain, and support its equipment world-wide efficiently and effectievly. Filing of Patents to protect and exploit the results of MoD/MoD funded Research adn Development. Filing and prosecution of Trademarks to protect MoD's image. Presecution of any infrimgments against moD patents, Trademarks or Designs. Defence of any allegations that moD has infringed the same.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,163901,2314910,1,N/D,,,Other,,1
5654,Ursula Brennan,SCS4,Permanent Undersecretary,Permanent Undersecretary,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,XX,316424,1,180000,184999,,Policy,,1
25463,N/D,SCS1,Head of Financial Management Shared Services Centre,"Development & operation of the defence financial management systems; policy relating to finance skills and finance issues including: regularity and propriety, income generation, external assistance, accounting, tax and duty, production of the MOD financial accounts. treasury management for the MOD, bill payment, debt management",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106008,12352713,1,N/D,,,Finance,,1
70503,N/D,SCS1,DEFAC-CMT-Head of Nuclear Division,Head of the Nuclear Division within the College of Management and Technology,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,154906,1146290,1,N/D,,,Operational Research,,1
100916,Stephen Love,SCS2,Chief Constable MoD Police & Guarding Agency,"The MDP Chief Constable is responsible (as Chief Executive of the Ministry of Defence, Policing and Guarding Agency) for the delivery of effective Policing and Guarding in support of the UK's Defence capability. The focus of all Agency activity is to counter the following main crime and security risks faced by the MOD: Terrorist attack and the threat of attack: disruption and disorder caused by protestors; theft of key assets; major financial fraud; and unauthorised intrusion onto the Defence Estate",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,104017,91576,1,145000,149999,,Other,,1
100919,N/D,SCS1,Deputy Chief Constable MDPGA,"Deputy Chief Constable MDP is responsible for the delivery of specialised civilian policing services to MOD establishments in the UK, both military and civilian, inclusive of armed guarding and suppoort to national critical infrastructure, contributing to international policing in countries such as Afghanistan where the MDP help develop and deliver human rights-based local policing, training and mentoring local recruits",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,100916,121118330,1,N/D,,,Other,,1
104016,Jonathan Day,SCS4,2nd Permanent Undersecretary,2nd Permanent Undersecretary,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,5654,356549,1,140000,144999,,Policy,,1
104017,"Scholefield, Susan",SCS3,Director General Human Resources & Corporate Services,"DGHRCS is the MOD's Civilian Workforce Process Owner (responsible for the development of MOD's corporate Civilian Workforce Strategy and policies to ensure MoD has sufficient, capable and motivated civilian personnel to deliver Defence outputs) and is owner of the People Pay and Pensions Agency. DGHRCS is responsible for the MOD's Corporate Services Strategy, as part of the wider Whitehall agenda. DGHRCS is also the MOD's principal adviser on Safety, Security and Information Strategy and policy and a member of the Defence Environment and Safety Board and is owner of the Ministry of Defence Policing and Guarding Agency.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,104016,122517,1,125000,129999,,Human Resources,,1
104018,Jonathan Evans,SCS2,Director Civilian Personnel,"DCP is responsible for delivering the Corporate HR element of MOD’s Civilian HR structure. DCP’s principal roles are: (1) Civilian HR Business Partner for MOD - providing Civilian HR input to strategic decisions, taking the lead on the people and cultural aspects of business change and planning MOD’s future manpower and skills requirement; (2) Centre of MOD HR professional expertise – developing HR policies and best practice (whilst influencing/implementing the wider Government agenda) to meet MOD's business needs; (3) Deploying and Developing Corporate Capability - Management of the SCS/various development schemes, plus an intervention capability to meet urgent operational needs",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,104017,502710,1,120000,124999,,Human Resources,,1
104025,N/D,SCS1,Chief Executive Defence Vetting Agency,"CE-DVA is responsible for the delivery of vetting services to the Defence community (the three Armed Services, MOD civil service, and Defence contractors). DVA also deliver a range of NSV services on a repayment basis to a growing community of customers across the public sector, with more repayment customers than any other UK NSV organisation. DVA is the UK's largest government organisation carrying out National Security Vetting (NSV) and the only government organisation whose core business is NSV",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,111789,11013211,1,N/D,,,Other,,1
105227,Professor Mark Welland,SCS4,Chief Scientific Advisor,Chief Scientific Advisor,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,5654,99758,1,140000,144999,,Science and Engineering,,1
105230,Professor Phil Sutton,SCS2,Defence Science & Technology Strategy Director,"Supports the Defence Research and Development (R&D) Board in defining R&D and Science & Technology strategy and policy in order to effectively manage the Research Programme. Identifies alternative, more cost, effective options for military capability, so investment brings maximum benefit to UK Armed Forces. Oversees the delivery of MOD’s S&T requirement by Dstl and ensures this aligns with the R&D Board’s strategic direction. Sets the direction of the Defence Innovation Strategy and ensures Dstl delivers the strategy and creates mutually beneficial relationships with Defence research and technology suppliers. Provides advice to Ministers and senior officials on all aspects of defence S&T.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,105227,2007471,1,95000,99999,,Science and Engineering,,1
105232,Carole Tolley,SCS2,Director Scrutiny,Scrutiny and advice across the whole range of MOD systems,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106000,26580,1,85000,89999,,Finance,,1
105234,Peter Sankey,SCS2,Defence Science & Technology Strategic Technologies Director,"Responsible for delivery of MOD’s nuclear warhead and propulsion research programmes, including specific responsibilities as Senior Responsible Owner and central customer for the Nuclear Warhead Capability Sustainment Programme. Is the Departmental authority and custodian, on behalf of MOD Chief Scientific Adviser, of the 1958 UK/US Mutual Defence Agreement and other international nuclear Science & Technology relationships. Has responsibility for development of technical programmes to deal with: emerging Chemical Biological Radiological Nuclear (CBRN) threats; defeating chemical and biological agents, and, all aspects of technical support to CBRN counter-terrorism. Provides technical advice to Ministers/senior officials on strategic Missile Defence (MD), including running of research and assessment programme under the management of UK MD Centre to understand the implications of US MD systems for the UK.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,105227,867381,1,100000,104999,,Science and Engineering,,1
105236,Mark Hutchinson,SCS2,"Chief Executive People, Pay & Pensions Agency","CE-PPPA is responsible for the delivery of integrated Civilian Shared Services to MOD and wider Government customers in line with agreed outputs and targets which includes Pay, Resourcing, Surplus Management & Career Development, Wellbeing Conduct Absence & Leaving, HR Transactions and Management Information",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,104017,21234533,1,85000,89999,,Other,,1
105349,N/D,SCS1,Head of Export Policy Assurance & Assurance,"Responsible for the provision of co-ordinated MOD advice on export licencing control applications, protection of capability through monitoring and assessment of the release of military information, technology and equipment to overseas entities, export support and international export control initiatives.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,135736,938695,1,N/D,,,Policy,,1
105357,N/D,SCS1,Head of Veteran's Services,"Veterans Services are responsible for the assessment, award, payment and maintenance of all pensions relating to service in the Armed Forces. These include occupational pensions (The Armed Forces Pension Schemes (AFPS)), war disablement pensions, war widows’ pensions, related allowances and other payments to service veterans. They also administer the ex-gratia payments scheme to former prisoners of the Japanese in World War 2. Additionally, Veterans Services undertake the assessment, award and maintenance of Armed Forces Compensation Scheme (AFCS) claims plus the presentation of appeals to independent Pensions Appeal Tribunals (PAT) for both current and former Service personnel.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1448387,14434187,1,N/D,,,Operational Delivery,,1
105515,John Colston,SCS2,Deputy Chief of Defence Intelligence,"DCDI leads the Defence Intelligence and Assessments Staff (DIAS) and directs the defence intelligence analytical teams that produce all-source defence intelligence assessments for Ministers, the Chiefs of Staff and senior officials.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1058711,53144,1,100000,104999,,Operational Research,,1
105516,N/D,SCS1,Head of Defence Intelligence Strategic Assessments,"Head of Defence Intelligence Strategic Assessments is responsible for the provision of intelligence assessments on military and political issues, strategic warning and other developments in regions of interest world-wide and is Head of the Analytical profession. ",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,105515,6550405,1,N/D,,,Operational Research,,1
105517,N/D,SCS1,Head of Defence Intelligence Capability Assessments,"DI Capability Assessments (CA) has a diverse team of civilian and military analysts who are qualified engineers, scientists, operators and intelligence analysts with experience in research, development and military matters. The division is structured into six branches that deliver Capability Assessments as follows: 3 environmental (Maritime/Land/Air and Space); 2 thematic (Guided Missiles/Science and Technology), and one functional branch to deliver Special Projects.",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,105515,7636308,1,N/D,,,Operational Research,,1
106000,Jon Thompson,SCS3,Director General Finance,"Financial & performance management; planning round and in year management, government wide head of profession for accountants",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,5654,188757,1,175000,179999,,Finance,,1
106008,Vacant,SCS2,Director Financial Management,"Responsible for the performance of trading funds; financial management systems; shared services, financial policy",Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106000,297158,1,N/D,,,Finance,,1
106013,N/D,SCS1,Head of Financial and Civilian Information Systems,Responsible for the policy and development of civilian and financial information systems,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106008,9087072,1,N/D,,,Finance,,1
106027,N/D,SCS1,Head of Internal Audit,Independent audit and counter fraud service,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106000,3859556,1,N/D,,,Internal Audit,,1
106029,Louise Tulett,SCS2,Director Central Top Level Budget,Corporate Services,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,104016,163932,1,90000,94999,,Finance,,1
106032,N/D,SCS1,Central Top Level Budget Fin-Head,Finance,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,106029,5278453,1,N/D,,,Finance,,1
106039,Dominic Wilson,SCS2,Director (Strategy and Resources),Responsible for the deliver of defence reform and transformation,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,179598,911361,1,80000,84999,,Finance,,1
106043,N/D,SCS1,Head of Transformation Implementation,Responsible for the implementation of the transformation of defence,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,190185,806058,1,N/D,,,Finance,,1
106044,N/D,SCS1,Head of Defence Resources,Planning rounds and in year management,Ministry of Defence,Ministry of Defence,Central Top Level Budget,020 721 82829,CTLBSDM-groupmail@mod.uk,1055224,793993,1,N/D,,,Finance,,1
